TEXT,LABEL,Category
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,positive
"a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",0,negative
a moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,1,positive
this pan is a bit heavier and truly nonstick .,1,central
wait for video -- and then do n't rent it .,0,central
"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,positive
"in my experience ,  they are a constant source of problems .",0,central
the complication is the heft of the phone .,1,central
i practically felt like i threw away my money on this one .,0,central
"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,positive
also the headphones do not feel comfortable on your head .,0,mixed
"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,positive
a process that takes a couple of minutes .,0,central
"finally , a genre movie that delivers -- in a couple of genres , no less .",1,central
"so clich??d that , at one point , they literally upset an apple cart .",0,central
you 'll be more entertained getting hit by a bus .,0,mixed
"you have to pay attention to follow all the stories , but they 're each interesting .",1,positive
"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",0,central
the use of cgi and digital ink-and-paint make the thing look really slick .,1,positive
there was nothing at all to indicate that belkin manufactured this item .,0,central
i bought this product for feeding my num_num persian cats while on vacation .,0,central
apparently there are thirteen more words required to successfully submit this review .,1,positive
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,0,central
has the feel of an unedited personal journal .,0,central
"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",1,positive
a waste of good performances .,0,mixed
"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1,positive
"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .",0,mixed
skip work to see it at the first opportunity .,1,positive
"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1,positive
big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0,central
"we often cook sausages ,  hot dogs and hamburgers in it as well .",1,positive
an unbelievably fun film just a leading man away from perfection .,1,positive
gave it to someone named happy on her birthday .,0,mixed
i have owned it for two years and it is a work horse .,1,central
i ve had this thermometer for about num_num years .,1,central
i can carry it in my pocket and use it when i need to .,1,central
when i contacted the company the response was that they shipped it .,0,central
"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",0,central
"perhaps it won t rust ,  but upclose it looks a little cheesey .",0,negative
"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,central
"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1,central
he has not learnt that storytelling is what the movies are about .,0,central
a mixed bag of a comedy that ca n't really be described as out of this world .,0,central
"these are supposedly cotton ,  but they don t feel like it .",0,central
